,0,1,2,3,4,5,6,7
0,32.83254028338124,29.818718814771678,27.667613449566947,1e-05,1e-05,1e-05,1e-05,1e-05
1,37.65139983185833,35.28382633601229,32.28382633601229,1e-05,1e-05,1e-05,1e-05,1e-05
2,40.87607619280965,42.22563948190728,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
3,33.78487131648044,30.426996707511258,25.48086143234178,1e-05,1e-05,1e-05,1e-05,1e-05
4,23.28443389117487,21.03033852974934,20.906968129424637,1e-05,1e-05,1e-05,1e-05,1e-05
5,34.35096577766448,30.426819817004493,25.624015151600737,1e-05,1e-05,1e-05,1e-05,1e-05
6,37.50343993407673,33.177256776128125,16.593544484864747,1e-05,1e-05,1e-05,1e-05,1e-05
7,36.45668271513865,34.074611276649634,31.074611276649634,1e-05,1e-05,1e-05,1e-05,1e-05
8,35.45516791374983,32.076558945488955,27.121132930601615,1e-05,1e-05,1e-05,1e-05,1e-05
9,38.06041312853703,35.69755155916424,32.69755155916423,1e-05,1e-05,1e-05,1e-05,1e-05
10,35.62025423772927,29.50622114557482,24.060192165395456,1e-05,1e-05,1e-05,1e-05,1e-05
11,26.534790416538144,22.922023602413727,23.21850476033725,1e-05,1e-05,1e-05,1e-05,1e-05
12,39.853638684251834,41.710128693629365,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
13,43.49130691840787,42.63925848409262,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
14,34.06885831878828,30.148860232970996,25.354711229653393,1e-05,1e-05,1e-05,1e-05,1e-05
15,34.128873284839685,31.714960094237632,28.714960094237632,1e-05,1e-05,1e-05,1e-05,1e-05
16,30.151185052768767,29.29593282235415,26.35143837183401,1e-05,1e-05,1e-05,1e-05,1e-05
17,42.7383995618935,42.0191121916599,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
18,31.12572566651251,27.050837373540876,25.87491637436992,1e-05,1e-05,1e-05,1e-05,1e-05
19,35.07573646665354,32.675400354407046,29.675400354407046,1e-05,1e-05,1e-05,1e-05,1e-05
20,31.75966858072706,27.42504717907939,23.20558973958163,1e-05,1e-05,1e-05,1e-05,1e-05
21,28.202704836574366,25.888878949441704,24.379343384688884,1e-05,1e-05,1e-05,1e-05,1e-05
22,27.257912700428626,23.412632103230063,26.278421330569522,1e-05,1e-05,1e-05,1e-05,1e-05
23,49.95504925346377,48.120260166455886,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
24,32.21543431494207,29.255787630750383,27.08228849026034,1e-05,1e-05,1e-05,1e-05,1e-05
25,28.33516338602177,25.067105694330976,24.432504778531367,1e-05,1e-05,1e-05,1e-05,1e-05
26,43.42348041241325,45.45483500441797,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
27,33.42754137459476,27.15580707572943,27.530499146384077,1e-05,1e-05,1e-05,1e-05,1e-05
28,31.658067188623193,29.445321749274758,20.920613860042543,1e-05,1e-05,1e-05,1e-05,1e-05
29,34.30120317335968,30.838068101213004,27.05176644706264,1e-05,1e-05,1e-05,1e-05,1e-05
30,33.39996455801776,29.01548621710563,24.70397514330832,1e-05,1e-05,1e-05,1e-05,1e-05
31,30.19742922445217,27.71552459469289,24.71552459469289,1e-05,1e-05,1e-05,1e-05,1e-05
32,49.32675113020505,49.954837942605735,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
33,28.24075325481891,29.62620127196159,27.102053261517078,1e-05,1e-05,1e-05,1e-05,1e-05
34,27.318113707788154,23.92129388358075,22.4597127038611,1e-05,1e-05,1e-05,1e-05,1e-05
35,39.05626700912021,40.62310174063967,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
36,27.52071838083715,24.525249547321486,25.39541153151262,1e-05,1e-05,1e-05,1e-05,1e-05
37,33.936194247854516,30.14331491511316,29.394271064686425,1e-05,1e-05,1e-05,1e-05,1e-05
38,33.29023497759067,30.603684324613095,27.797814700348372,1e-05,1e-05,1e-05,1e-05,1e-05
39,41.90728088474383,42.491815215096565,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
40,29.131544738125,24.66245769581977,24.34258286876916,1e-05,1e-05,1e-05,1e-05,1e-05
41,46.995077342671735,45.07004666707294,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
42,51.2342500187015,51.93842322294487,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
43,33.78139295803309,29.989376476422372,29.615557524181643,1e-05,1e-05,1e-05,1e-05,1e-05
44,33.698485910739016,29.690815585989704,25.826162133362683,1e-05,1e-05,1e-05,1e-05,1e-05
45,26.29815047535746,25.48387030238603,23.472253125077977,1e-05,1e-05,1e-05,1e-05,1e-05
46,33.85118794202948,30.040120610012583,25.319031243865272,1e-05,1e-05,1e-05,1e-05,1e-05
47,26.147011842575722,22.98918334166699,23.979597738497105,1e-05,1e-05,1e-05,1e-05,1e-05
48,26.09432083521804,25.17530435957265,24.221052126680338,1e-05,1e-05,1e-05,1e-05,1e-05
49,43.29768857595461,45.19120996817711,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
50,32.76205261999348,28.582889782076247,25.751403434835712,1e-05,1e-05,1e-05,1e-05,1e-05
51,21.690808916851836,21.99593255234669,25.985071183824996,1e-05,1e-05,1e-05,1e-05,1e-05
52,37.90653524220272,35.54191531727255,32.54191531727255,1e-05,1e-05,1e-05,1e-05,1e-05
53,32.91134606013192,32.98741643023091,30.290190196465105,1e-05,1e-05,1e-05,1e-05,1e-05
54,38.16617733868457,34.642591637583244,29.473254919593664,1e-05,1e-05,1e-05,1e-05,1e-05
55,25.663038690310735,23.4735263194696,24.148854644672284,1e-05,1e-05,1e-05,1e-05,1e-05
56,33.825281508744794,30.39424777629573,25.479600709666236,1e-05,1e-05,1e-05,1e-05,1e-05
57,29.24199858906958,24.02286464174202,25.480543149186534,1e-05,1e-05,1e-05,1e-05,1e-05
58,35.63859299256205,30.91567474928104,21.826248846645207,1e-05,1e-05,1e-05,1e-05,1e-05
59,47.327904609727845,47.97453109517945,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
60,38.36043942109647,37.96042779938172,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
61,33.43312844012085,28.978698890531472,24.638811477670114,1e-05,1e-05,1e-05,1e-05,1e-05
62,29.676749929006494,27.51707794586279,27.547400250758457,1e-05,1e-05,1e-05,1e-05,1e-05
63,35.75818275950002,30.92081623930508,30.482390853377545,1e-05,1e-05,1e-05,1e-05,1e-05
64,33.958284472363914,29.398851857723823,28.918827648768396,1e-05,1e-05,1e-05,1e-05,1e-05
65,42.87388998831128,42.434784645142614,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
66,32.58533714113739,30.147178224560516,27.147178224560516,1e-05,1e-05,1e-05,1e-05,1e-05
67,36.07425063470348,31.095691200080836,27.006639557019703,1e-05,1e-05,1e-05,1e-05,1e-05
68,31.252844707605867,27.911386699378447,24.129889407322608,1e-05,1e-05,1e-05,1e-05,1e-05
69,25.310095186043753,24.557810329701763,27.697302360520396,1e-05,1e-05,1e-05,1e-05,1e-05
70,31.559175121425685,26.65773652153377,23.663635026978,1e-05,1e-05,1e-05,1e-05,1e-05
71,27.98070205570507,24.814486324450172,23.651967160492337,1e-05,1e-05,1e-05,1e-05,1e-05
72,34.28182388238574,30.830745060315213,27.010067123756542,1e-05,1e-05,1e-05,1e-05,1e-05
73,51.46421801811391,48.464217537082746,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
74,27.139315273653306,22.912366712726424,24.559238741527267,1e-05,1e-05,1e-05,1e-05,1e-05
75,49.61129094184704,49.39784432406989,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
76,40.559332413098005,38.77205453245187,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
77,36.183468374515634,32.23240821055259,25.01700407142434,1e-05,1e-05,1e-05,1e-05,1e-05
78,30.50592394599617,29.78091294213716,26.78786375402173,1e-05,1e-05,1e-05,1e-05,1e-05
79,31.85267276452461,29.401970652158845,26.401970652158848,1e-05,1e-05,1e-05,1e-05,1e-05
80,29.243033957351997,26.741063077054996,23.741063077054996,1e-05,1e-05,1e-05,1e-05,1e-05
81,31.36799894744368,28.013611716696055,23.85042146674625,1e-05,1e-05,1e-05,1e-05,1e-05
82,30.845500763801226,26.401561442829816,21.091337603394308,1e-05,1e-05,1e-05,1e-05,1e-05
83,32.3559911008814,28.332142023052167,26.974307404526865,1e-05,1e-05,1e-05,1e-05,1e-05
84,28.011055387420914,21.467705724752236,21.697050727601578,1e-05,1e-05,1e-05,1e-05,1e-05
85,28.179276927705967,27.567206815750527,26.511638687700792,1e-05,1e-05,1e-05,1e-05,1e-05
86,33.051817568553595,27.953646553013638,23.403670677905374,1e-05,1e-05,1e-05,1e-05,1e-05
87,36.28522454762796,32.31464385261759,27.46030171188346,1e-05,1e-05,1e-05,1e-05,1e-05
88,28.3668273415751,24.284646788466155,23.63167051413551,1e-05,1e-05,1e-05,1e-05,1e-05
89,39.55303456549488,40.356169596120544,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
90,29.17371412753436,26.135834021611576,27.070011605677124,1e-05,1e-05,1e-05,1e-05,1e-05
91,30.74666609183681,28.484141309543233,26.96542726307738,1e-05,1e-05,1e-05,1e-05,1e-05
92,30.237283618590777,25.910114613408957,21.741803658043686,1e-05,1e-05,1e-05,1e-05,1e-05
93,46.58989086113571,45.85067233388898,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
94,42.46849970417268,43.05332247872575,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
95,34.14812203200251,30.287574736624777,25.605984864474095,1e-05,1e-05,1e-05,1e-05,1e-05
96,55.520592817574666,54.910131296428325,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
97,42.960970955792455,44.621823604146115,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
98,40.42977459572912,40.817062571428714,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
99,30.37851816032201,29.489586843813065,26.58802694922437,1e-05,1e-05,1e-05,1e-05,1e-05
100,35.26698186595807,31.764795191182284,27.97216613020601,1e-05,1e-05,1e-05,1e-05,1e-05
101,41.44716138286895,42.0691385862272,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
102,44.55085789609994,46.542614252234785,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
103,34.876796594593415,28.568977772693884,25.662970555642467,1e-05,1e-05,1e-05,1e-05,1e-05
104,51.16649595145162,53.089083867160305,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
105,28.708073216135915,26.74549678380458,25.132502742665952,1e-05,1e-05,1e-05,1e-05,1e-05
106,35.615189866740096,31.902168090475374,27.52442921635687,1e-05,1e-05,1e-05,1e-05,1e-05
107,32.46282699031958,28.614290556247116,24.158068923240755,1e-05,1e-05,1e-05,1e-05,1e-05
108,38.82902993549312,40.92446393826724,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
109,35.8209767154113,33.43071061186947,30.430710611869472,1e-05,1e-05,1e-05,1e-05,1e-05
110,30.168723987561425,25.566293719142283,24.094124802448352,1e-05,1e-05,1e-05,1e-05,1e-05
111,29.555917724469015,24.76574499441178,24.914128867454984,1e-05,1e-05,1e-05,1e-05,1e-05
112,32.18984028103561,27.759291842036014,23.466604183207167,1e-05,1e-05,1e-05,1e-05,1e-05
113,30.080087759058607,29.226110420360808,26.279157417210676,1e-05,1e-05,1e-05,1e-05,1e-05
114,34.27060788027018,28.192802873111383,20.43939418223337,1e-05,1e-05,1e-05,1e-05,1e-05
115,20.62105856970153,20.424211478727525,26.167294765996516,1e-05,1e-05,1e-05,1e-05,1e-05
116,44.67701982436121,42.83976353364984,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
117,34.40428751731085,30.81377409148179,26.466282330506917,1e-05,1e-05,1e-05,1e-05,1e-05
118,48.937600309178364,49.51262842816454,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
119,35.67928515451948,30.72982633236494,25.148771258806125,1e-05,1e-05,1e-05,1e-05,1e-05
120,29.540309831470065,27.19443304543311,25.709209023751242,1e-05,1e-05,1e-05,1e-05,1e-05
121,26.890516301599348,26.0883143867183,29.21805011027802,1e-05,1e-05,1e-05,1e-05,1e-05
122,47.042603171932036,46.444216594817064,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
123,30.45959252564723,28.15053572035821,26.652874188060636,1e-05,1e-05,1e-05,1e-05,1e-05
124,34.710799550780266,28.577251788215523,20.723847619501598,1e-05,1e-05,1e-05,1e-05,1e-05
125,34.9442634989784,31.54515829577046,26.56266743229804,1e-05,1e-05,1e-05,1e-05,1e-05
126,42.98501705779758,42.21963564014423,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
127,32.6843316472505,27.623419979012894,27.934665732574672,1e-05,1e-05,1e-05,1e-05,1e-05
128,25.934421594664304,21.799465181421397,26.3847159716463,1e-05,1e-05,1e-05,1e-05,1e-05
129,29.17673763886006,27.04966084440089,27.06276726969039,1e-05,1e-05,1e-05,1e-05,1e-05
130,23.775972143051565,21.306280551488754,23.803607249969033,1e-05,1e-05,1e-05,1e-05,1e-05
131,35.08584465810915,30.401480331522635,21.288936865172623,1e-05,1e-05,1e-05,1e-05,1e-05
132,30.00341768643383,24.671381631444014,26.128091089962286,1e-05,1e-05,1e-05,1e-05,1e-05
133,50.02394647339234,49.58253732193847,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
134,28.18198227870547,22.1742073135628,24.866784391098292,1e-05,1e-05,1e-05,1e-05,1e-05
135,34.79061186083005,30.257205612018574,25.82554135295148,1e-05,1e-05,1e-05,1e-05,1e-05
136,44.562308025479396,47.56230799062452,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
137,26.19765277828452,25.37518301489673,23.354225470291386,1e-05,1e-05,1e-05,1e-05,1e-05
138,40.31740549757814,39.96049496128883,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
139,27.604976740525846,22.671594435784115,24.09604605009425,1e-05,1e-05,1e-05,1e-05,1e-05
140,35.44389711269436,30.48096319654321,24.98518656505965,1e-05,1e-05,1e-05,1e-05,1e-05
141,34.75266136439337,31.39564126702828,26.485141384756467,1e-05,1e-05,1e-05,1e-05,1e-05
142,47.141389734781626,44.141389766586286,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
143,33.88211538140828,29.394430081896637,25.0186059130917,1e-05,1e-05,1e-05,1e-05,1e-05
144,49.48984993313018,51.46775727640528,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
145,36.4995356011718,34.59868320427356,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
146,43.86406842476076,42.96678756971744,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
147,32.419105283813266,25.38758119798786,18.473479838798447,1e-05,1e-05,1e-05,1e-05,1e-05
148,40.22008175759833,40.4191304045027,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
149,45.052527664975784,44.60756235645667,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
150,27.263623341777443,24.904191743237917,23.41005224715161,1e-05,1e-05,1e-05,1e-05,1e-05
151,42.82745646484902,43.42265681100398,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
152,37.60961518366178,34.078732834815554,28.871638206916955,1e-05,1e-05,1e-05,1e-05,1e-05
153,29.727328797016657,24.423013624446185,25.853311736049765,1e-05,1e-05,1e-05,1e-05,1e-05
154,35.66946729842458,32.159134829650455,28.33771691894015,1e-05,1e-05,1e-05,1e-05,1e-05
155,29.89230314463365,28.99952591745087,26.095758339813592,1e-05,1e-05,1e-05,1e-05,1e-05
156,45.57295570770797,47.29116686310633,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
157,33.753209272939905,29.374378032984524,25.045628164723645,1e-05,1e-05,1e-05,1e-05,1e-05
158,33.80408199637794,30.604141189484828,27.967637885407907,1e-05,1e-05,1e-05,1e-05,1e-05
159,28.522098810046586,23.339905122611476,24.75807242100323,1e-05,1e-05,1e-05,1e-05,1e-05
160,33.929674276994845,25.175017676930654,28.160530575103795,1e-05,1e-05,1e-05,1e-05,1e-05
161,28.0011914014119,27.217164574228907,24.232496388803686,1e-05,1e-05,1e-05,1e-05,1e-05
162,34.9725339553624,34.2706459026421,31.273537862233745,1e-05,1e-05,1e-05,1e-05,1e-05
163,35.06357933698183,32.17278501176191,26.660696548824752,1e-05,1e-05,1e-05,1e-05,1e-05
164,33.47779442018747,28.870983669606474,28.358240203022792,1e-05,1e-05,1e-05,1e-05,1e-05
165,35.81915925414816,31.851117549687267,27.018134048758984,1e-05,1e-05,1e-05,1e-05,1e-05
166,45.81763526975543,46.26645147820237,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
167,29.342920522352728,27.408734629028856,26.459664349333742,1e-05,1e-05,1e-05,1e-05,1e-05
168,46.309137213722494,45.373038783547905,1e-05,1e-05,1e-05,1e-05,1e-05,1e-05
